t x0 y0 x1 y1 x2 y2 vx0 vy0 vx1 vy1 vx2 vy2 
1.92 0.318163 0.076207 1 0.807586 1.68184 0.076207 0.254212 0.087401 -2.98858e-16 0.325198 -0.254212 0.087401 
1.93 0.320709 0.0770853 1 0.810829 1.67929 0.0770853 0.254612 0.0878302 -2.91434e-16 0.32434 -0.254612 0.0878302 
1.94 0.323259 0.0779678 1 0.814064 1.67674 0.0779678 0.255008 0.0882578 -2.76584e-16 0.323484 -0.255008 0.0882578 
1.95 0.325813 0.0788547 1 0.817291 1.67419 0.0788547 0.255399 0.0886838 -2.64094e-16 0.322632 -0.255399 0.0886838 
1.96 0.328371 0.0797458 1 0.820508 1.67163 0.0797458 0.255787 0.0891084 -2.49453e-16 0.321783 -0.255787 0.0891084 
1.97 0.330932 0.0806411 1 0.823718 1.66907 0.0806411 0.25617 0.0895314 -2.37171e-16 0.320937 -0.25617 0.0895314 
1.98 0.333498 0.0815406 1 0.826919 1.6665 0.0815406 0.25655 0.0899529 -2.23085e-16 0.320094 -0.25655 0.0899529 
1.99 0.336067 0.0824443 1 0.830111 1.66393 0.0824443 0.256925 0.0903729 -2.09346e-16 0.319254 -0.256925 0.0903729 
2 0.33864 0.0833523 1 0.833295 1.66136 0.0833523 0.257297 0.0907914 -1.97897e-16 0.318417 -0.257297 0.0907914 
2.01 0.341217 0.0842643 1 0.836471 1.65878 0.0842643 0.257665 0.0912085 -1.86448e-16 0.317583 -0.257665 0.0912085 
2.02 0.343797 0.0851806 1 0.839639 1.6562 0.0851806 0.258029 0.0916241 -1.73611e-16 0.316752 -0.258029 0.0916241 
2.03 0.346381 0.086101 1 0.842798 1.65362 0.086101 0.258389 0.0920382 -1.66603e-16 0.315924 -0.258389 0.0920382 
2.04 0.348969 0.0870255 1 0.845949 1.65103 0.0870255 0.258746 0.0924509 -1.55639e-16 0.315098 -0.258746 0.0924509 
2.05 0.351559 0.0879541 1 0.849092 1.64844 0.0879541 0.259098 0.0928621 -1.39333e-16 0.314276 -0.259098 0.0928621 
2.06 0.354154 0.0888868 1 0.852226 1.64585 0.0888868 0.259447 0.0932719 -1.23165e-16 0.313456 -0.259447 0.0932719 
2.07 0.356752 0.0898236 1 0.855353 1.64325 0.0898236 0.259793 0.0936803 -1.07622e-16 0.312639 -0.259793 0.0936803 
2.08 0.359353 0.0907645 1 0.858471 1.64065 0.0907645 0.260135 0.0940873 -9.61731e-17 0.311825 -0.260135 0.0940873 
2.09 0.361958 0.0917094 1 0.861581 1.63804 0.0917094 0.260473 0.0944929 -8.25728e-17 0.311014 -0.260473 0.0944929 
2.1 0.364566 0.0926584 1 0.864683 1.63543 0.0926584 0.260808 0.0948971 -6.77236e-17 0.310206 -0.260808 0.0948971 
2.11 0.367177 0.0936114 1 0.867777 1.63282 0.0936114 0.26114 0.0953 -5.29438e-17 0.3094 -0.26114 0.0953 
2.12 0.369792 0.0945684 1 0.870863 1.63021 0.0945684 0.261468 0.0957014 -3.84415e-17 0.308597 -0.261468 0.0957014 
2.13 0.37241 0.0955294 1 0.873941 1.62759 0.0955294 0.261793 0.0961015 -2.76168e-17 0.307797 -0.261793 0.0961015 
2.14 0.375031 0.0964944 1 0.877011 1.62497 0.0964944 0.262114 0.0965003 -1.70003e-17 0.306999 -0.262114 0.0965003 
2.15 0.377656 0.0974634 1 0.880073 1.62234 0.0974634 0.262433 0.0968977 -8.39606e-18 0.306205 -0.262433 0.0968977 
2.16 0.380283 0.0984363 1 0.883127 1.61972 0.0984363 0.262748 0.0972938 -3.46945e-19 0.305412 -0.262748 0.0972938 
2.17 0.382914 0.0994132 1 0.886174 1.61709 0.0994132 0.263059 0.0976886 1.11369e-17 0.304623 -0.263059 0.0976886 
2.18 0.385547 0.100394 1 0.889212 1.61445 0.100394 0.263368 0.098082 2.43208e-17 0.303836 -0.263368 0.098082 
2.19 0.388184 0.101379 1 0.892242 1.61182 0.101379 0.263674 0.0984742 3.71925e-17 0.303052 -0.263674 0.0984742 
2.2 0.390824 0.102367 1 0.895265 1.60918 0.102367 0.263976 0.0988651 4.97172e-17 0.30227 -0.263976 0.0988651 
2.21 0.393467 0.10336 1 0.89828 1.60653 0.10336 0.264275 0.0992547 6.03337e-17 0.301491 -0.264275 0.0992547 
2.22 0.396112 0.104356 1 0.901287 1.60389 0.104356 0.264572 0.099643 7.07767e-17 0.300714 -0.264572 0.099643 
2.23 0.398761 0.105357 1 0.904287 1.60124 0.105357 0.264865 0.10003 8.30239e-17 0.29994 -0.264865 0.10003 
2.24 0.401412 0.106361 1 0.907278 1.59859 0.106361 0.265155 0.100416 9.12811e-17 0.299168 -0.265155 0.100416 
2.25 0.404067 0.107369 1 0.910262 1.59593 0.107369 0.265443 0.100801 9.36057e-17 0.298399 -0.265443 0.100801 
2.26 0.406724 0.108381 1 0.913239 1.59328 0.108381 0.265727 0.101184 9.56527e-17 0.297632 -0.265727 0.101184 
2.27 0.409384 0.109396 1 0.916207 1.59062 0.109396 0.266009 0.101566 9.9816e-17 0.296868 -0.266009 0.101566 
2.28 0.412047 0.110416 1 0.919168 1.58795 0.110416 0.266288 0.101947 1.05853e-16 0.296106 -0.266288 0.101947 
2.29 0.414713 0.111439 1 0.922122 1.58529 0.111439 0.266564 0.102327 1.11855e-16 0.295346 -0.266564 0.102327 
2.3 0.417381 0.112466 1 0.925068 1.58262 0.112466 0.266837 0.102705 1.19592e-16 0.294589 -0.266837 0.102705 
2.31 0.420052 0.113497 1 0.928006 1.57995 0.113497 0.267108 0.103083 1.23374e-16 0.293834 -0.267108 0.103083 
2.32 0.422726 0.114532 1 0.930937 1.57727 0.114532 0.267376 0.103459 1.28647e-16 0.293082 -0.267376 0.103459 
2.33 0.425402 0.11557 1 0.93386 1.5746 0.11557 0.267641 0.103834 1.30486e-16 0.292332 -0.267641 0.103834 
2.34 0.428081 0.116612 1 0.936776 1.57192 0.116612 0.267904 0.104208 1.30659e-16 0.291584 -0.267904 0.104208 
2.35 0.430763 0.117658 1 0.939684 1.56924 0.117658 0.268164 0.104581 1.30902e-16 0.290838 -0.268164 0.104581 
2.36 0.433447 0.118707 1 0.942585 1.56655 0.118707 0.268421 0.104953 1.2719e-16 0.290095 -0.268421 0.104953 
2.37 0.436134 0.119761 1 0.945479 1.56387 0.119761 0.268676 0.105323 1.25455e-16 0.289353 -0.268676 0.105323 
2.38 0.438823 0.120818 1 0.948365 1.56118 0.120818 0.268928 0.105693 1.25525e-16 0.288615 -0.268928 0.105693 
2.39 0.441515 0.121878 1 0.951244 1.55848 0.121878 0.269178 0.106061 1.21916e-16 0.287878 -0.269178 0.106061 
2.4 0.444209 0.122942 1 0.954115 1.55579 0.122942 0.269425 0.106428 1.20147e-16 0.287143 -0.269425 0.106428 
2.41 0.446906 0.12401 1 0.956979 1.55309 0.12401 0.26967 0.106795 1.2209e-16 0.286411 -0.26967 0.106795 
2.42 0.449605 0.125082 1 0.959836 1.55039 0.125082 0.269913 0.10716 1.25629e-16 0.28568 -0.269913 0.10716 
2.43 0.452307 0.126157 1 0.962686 1.54769 0.126157 0.270153 0.107524 1.29376e-16 0.284952 -0.270153 0.107524 
2.44 0.455011 0.127236 1 0.965528 1.54499 0.127236 0.27039 0.107887 1.3118e-16 0.284226 -0.27039 0.107887 
2.45 0.457717 0.128319 1 0.968363 1.54228 0.128319 0.270626 0.108249 1.32845e-16 0.283502 -0.270626 0.108249 
2.46 0.460425 0.129405 1 0.971191 1.53957 0.129405 0.270859 0.10861 1.32463e-16 0.28278 -0.270859 0.10861 
2.47 0.463136 0.130494 1 0.974011 1.53686 0.130494 0.271089 0.10897 1.32151e-16 0.28206 -0.271089 0.10897 
2.48 0.46585 0.131588 1 0.976825 1.53415 0.131588 0.271318 0.109329 1.33886e-16 0.281342 -0.271318 0.109329 
2.49 0.468565 0.132685 1 0.979631 1.53144 0.132685 0.271544 0.109687 1.35655e-16 0.280626 -0.271544 0.109687 
2.5 0.471283 0.133785 1 0.98243 1.52872 0.133785 0.271768 0.110044 1.33747e-16 0.279913 -0.271768 0.110044 
2.51 0.474003 0.134889 1 0.985222 1.526 0.134889 0.27199 0.1104 1.33504e-16 0.279201 -0.27199 0.1104 
2.52 0.476725 0.135996 1 0.988007 1.52328 0.135996 0.272209 0.110755 1.33331e-16 0.278491 -0.272209 0.110755 
2.53 0.479449 0.137108 1 0.990785 1.52055 0.137108 0.272427 0.111109 1.32984e-16 0.277782 -0.272427 0.111109 
2.54 0.482175 0.138222 1 0.993556 1.51782 0.138222 0.272642 0.111462 1.3288e-16 0.277076 -0.272642 0.111462 
2.55 0.484904 0.13934 1 0.996319 1.5151 0.13934 0.272855 0.111814 1.32741e-16 0.276372 -0.272855 0.111814 
2.56 0.487635 0.140462 1 0.999076 1.51237 0.140462 0.273067 0.112165 1.32533e-16 0.27567 -0.273067 0.112165 
2.57 0.490367 0.141587 1 1.00183 1.50963 0.141587 0.273276 0.112515 1.3229e-16 0.274969 -0.273276 0.112515 
2.58 0.493102 0.142716 1 1.00457 1.5069 0.142716 0.273483 0.112865 1.32498e-16 0.27427 -0.273483 0.112865 
2.59 0.495839 0.143848 1 1.0073 1.50416 0.143848 0.273687 0.113213 1.32637e-16 0.273573 -0.273687 0.113213 
2.6 0.498578 0.144984 1 1.01003 1.50142 0.144984 0.27389 0.113561 1.29202e-16 0.272878 -0.27389 0.113561 
2.61 0.501319 0.146123 1 1.01275 1.49868 0.146123 0.274091 0.113907 1.29133e-16 0.272185 -0.274091 0.113907 
2.62 0.504062 0.147265 1 1.01547 1.49594 0.147265 0.27429 0.114253 1.29063e-16 0.271493 -0.27429 0.114253 
2.63 0.506807 0.148411 1 1.01818 1.49319 0.148411 0.274487 0.114598 1.30833e-16 0.270804 -0.274487 0.114598 
2.64 0.509553 0.149561 1 1.02088 1.49045 0.149561 0.274682 0.114942 1.30486e-16 0.270116 -0.274682 0.114942 
2.65 0.512302 0.150713 1 1.02357 1.4877 0.150713 0.274876 0.115285 1.33678e-16 0.269429 -0.274876 0.115285 
2.66 0.515053 0.15187 1 1.02626 1.48495 0.15187 0.275067 0.115628 1.36627e-16 0.268745 -0.275067 0.115628 
2.67 0.517805 0.153029 1 1.02894 1.48219 0.153029 0.275256 0.115969 1.43011e-16 0.268062 -0.275256 0.115969 
2.68 0.52056 0.154192 1 1.03162 1.47944 0.154192 0.275444 0.11631 1.43947e-16 0.267381 -0.275444 0.11631 
2.69 0.523316 0.155359 1 1.03428 1.47668 0.155359 0.275629 0.11665 1.4648e-16 0.266701 -0.275629 0.11665 
2.7 0.526074 0.156529 1 1.03694 1.47393 0.156529 0.275813 0.116989 1.47243e-16 0.266023 -0.275813 0.116989 
2.71 0.528834 0.157702 1 1.0396 1.47117 0.157702 0.275995 0.117327 1.51545e-16 0.265347 -0.275995 0.117327 
2.72 0.531596 0.158879 1 1.04224 1.4684 0.158879 0.276175 0.117664 1.57756e-16 0.264672 -0.276175 0.117664 
2.73 0.534359 0.160059 1 1.04488 1.46564 0.160059 0.276354 0.118001 1.58762e-16 0.263999 -0.276354 0.118001 
2.74 0.537125 0.161242 1 1.04752 1.46288 0.161242 0.276531 0.118336 1.58068e-16 0.263327 -0.276531 0.118336 
2.75 0.539892 0.162429 1 1.05014 1.46011 0.162429 0.276706 0.118671 1.59039e-16 0.262657 -0.276706 0.118671 
2.76 0.542661 0.163619 1 1.05276 1.45734 0.163619 0.276879 0.119006 1.63411e-16 0.261989 -0.276879 0.119006 
2.77 0.545431 0.164812 1 1.05538 1.45457 0.164812 0.27705 0.119339 1.62197e-16 0.261322 -0.27705 0.119339 
2.78 0.548203 0.166009 1 1.05798 1.4518 0.166009 0.27722 0.119672 1.64868e-16 0.260656 -0.27722 0.119672 
2.79 0.550977 0.167209 1 1.06058 1.44902 0.167209 0.277388 0.120004 1.62197e-16 0.259993 -0.277388 0.120004 
2.8 0.553753 0.168412 1 1.06318 1.44625 0.168412 0.277555 0.120335 1.6126e-16 0.25933 -0.277555 0.120335 
2.81 0.55653 0.169619 1 1.06576 1.44347 0.169619 0.27772 0.120665 1.5668e-16 0.258669 -0.27772 0.120665 
2.82 0.559309 0.170829 1 1.06834 1.44069 0.170829 0.277883 0.120995 1.56056e-16 0.25801 -0.277883 0.120995 
2.83 0.562089 0.172042 1 1.07092 1.43791 0.172042 0.278044 0.121324 1.56923e-16 0.257352 -0.278044 0.121324 
2.84 0.564871 0.173259 1 1.07348 1.43513 0.173259 0.278204 0.121652 1.50886e-16 0.256695 -0.278204 0.121652 
2.85 0.567655 0.174479 1 1.07604 1.43235 0.174479 0.278363 0.12198 1.50435e-16 0.25604 -0.278363 0.12198 
2.86 0.57044 0.175702 1 1.0786 1.42956 0.175702 0.278519 0.122307 1.48145e-16 0.255386 -0.278519 0.122307 
2.87 0.573227 0.176928 1 1.08114 1.42677 0.176928 0.278675 0.122633 1.44398e-16 0.254734 -0.278675 0.122633 
2.88 0.576015 0.178158 1 1.08368 1.42398 0.178158 0.278828 0.122959 1.40634e-16 0.254083 -0.278828 0.122959 
2.89 0.578805 0.17939 1 1.08622 1.4212 0.17939 0.27898 0.123283 1.35118e-16 0.253433 -0.27898 0.123283 
2.9 0.581596 0.180626 1 1.08875 1.4184 0.180626 0.279131 0.123608 1.3314e-16 0.252785 -0.279131 0.123608 
2.91 0.584389 0.181866 1 1.09127 1.41561 0.181866 0.27928 0.123931 1.32394e-16 0.252138 -0.27928 0.123931 
2.92 0.587183 0.183108 1 1.09378 1.41282 0.183108 0.279427 0.124254 1.30243e-16 0.251492 -0.279427 0.124254 
2.93 0.589979 0.184354 1 1.09629 1.41002 0.184354 0.279573 0.124576 1.29965e-16 0.250848 -0.279573 0.124576 
2.94 0.592776 0.185603 1 1.09879 1.40722 0.185603 0.279718 0.124898 1.27988e-16 0.250205 -0.279718 0.124898 
2.95 0.595575 0.186855 1 1.10129 1.40443 0.186855 0.279861 0.125218 1.27537e-16 0.249563 -0.279861 0.125218 
2.96 0.598375 0.188111 1 1.10378 1.40163 0.188111 0.280003 0.125539 1.3059e-16 0.248923 -0.280003 0.125539 
2.97 0.601176 0.189369 1 1.10626 1.39882 0.189369 0.280143 0.125858 1.26756e-16 0.248284 -0.280143 0.125858 
2.98 0.603979 0.190631 1 1.10874 1.39602 0.190631 0.280282 0.126177 1.23235e-16 0.247646 -0.280282 0.126177 
2.99 0.606783 0.191896 1 1.11121 1.39322 0.191896 0.280419 0.126496 1.21465e-16 0.247009 -0.280419 0.126496 
3 0.609589 0.193164 1 1.11367 1.39041 0.193164 0.280555 0.126813 1.19869e-16 0.246373 -0.280555 0.126813 
3.01 0.612396 0.194435 1 1.11613 1.3876 0.194435 0.280689 0.12713 1.15238e-16 0.245739 -0.280689 0.12713 
3.02 0.615204 0.19571 1 1.11858 1.3848 0.19571 0.280822 0.127447 1.09079e-16 0.245106 -0.280822 0.127447 
3.03 0.618014 0.196987 1 1.12103 1.38199 0.196987 0.280954 0.127763 1.01464e-16 0.244474 -0.280954 0.127763 
3.04 0.620824 0.198268 1 1.12346 1.37918 0.198268 0.281085 0.128078 8.91301e-17 0.243843 -0.281085 0.128078 
3.05 0.623636 0.199552 1 1.1259 1.37636 0.199552 0.281214 0.128393 7.70911e-17 0.243214 -0.281214 0.128393 
3.06 0.62645 0.200839 1 1.12832 1.37355 0.200839 0.281341 0.128707 7.0239e-17 0.242585 -0.281341 0.128707 
3.07 0.629265 0.202129 1 1.13074 1.37074 0.202129 0.281468 0.129021 6.1999e-17 0.241958 -0.281468 0.129021 
3.08 0.632081 0.203423 1 1.13315 1.36792 0.203423 0.281593 0.129334 5.38805e-17 0.241332 -0.281593 0.129334 
3.09 0.634898 0.204719 1 1.13556 1.3651 0.204719 0.281716 0.129647 4.27609e-17 0.240707 -0.281716 0.129647 
3.1 0.637716 0.206019 1 1.13796 1.36228 0.206019 0.281839 0.129958 3.49894e-17 0.240083 -0.281839 0.129958 
3.11 0.640536 0.207322 1 1.14036 1.35946 0.207322 0.28196 0.13027 3.07046e-17 0.23946 -0.28196 0.13027 
3.12 0.643356 0.208627 1 1.14275 1.35664 0.208627 0.282079 0.130581 2.32626e-17 0.238838 -0.282079 0.130581 
3.13 0.646178 0.209936 1 1.14513 1.35382 0.209936 0.282198 0.130891 1.77289e-17 0.238218 -0.282198 0.130891 
3.14 0.649002 0.211248 1 1.1475 1.351 0.211248 0.282315 0.131201 1.08073e-17 0.237598 -0.282315 0.131201 
3.15 0.651826 0.212563 1 1.14987 1.34817 0.212563 0.282431 0.13151 4.11129e-18 0.23698 -0.282431 0.13151 
3.16 0.654651 0.213882 1 1.15224 1.34535 0.213882 0.282546 0.131819 -5.67255e-18 0.236362 -0.282546 0.131819 
3.17 0.657478 0.215203 1 1.15459 1.34252 0.215203 0.282659 0.132127 -1.22125e-17 0.235746 -0.282659 0.132127 
3.18 0.660306 0.216527 1 1.15695 1.33969 0.216527 0.282771 0.132435 -1.99493e-17 0.23513 -0.282771 0.132435 
3.19 0.663134 0.217855 1 1.15929 1.33687 0.217855 0.282882 0.132742 -2.60035e-17 0.234516 -0.282882 0.132742 
3.2 0.665964 0.219185 1 1.16163 1.33404 0.219185 0.282992 0.133049 -3.46945e-17 0.233902 -0.282992 0.133049 
3.21 0.668795 0.220519 1 1.16396 1.3312 0.220519 0.283101 0.133355 -4.29344e-17 0.23329 -0.283101 0.133355 
3.22 0.671627 0.221855 1 1.16629 1.32837 0.221855 0.283208 0.133661 -5.10529e-17 0.232678 -0.283208 0.133661 
3.23 0.674461 0.223195 1 1.16861 1.32554 0.223195 0.283314 0.133966 -5.72632e-17 0.232068 -0.283314 0.133966 
3.24 0.677295 0.224538 1 1.17092 1.32271 0.224538 0.283419 0.134271 -6.79838e-17 0.231458 -0.283419 0.134271 
3.25 0.68013 0.225883 1 1.17323 1.31987 0.225883 0.283523 0.134575 -7.97279e-17 0.23085 -0.283523 0.134575 
3.26 0.682966 0.227232 1 1.17554 1.31703 0.227232 0.283625 0.134879 -8.83495e-17 0.230242 -0.283625 0.134879 
3.27 0.685804 0.228584 1 1.17783 1.3142 0.228584 0.283727 0.135182 -9.65721e-17 0.229636 -0.283727 0.135182 
3.28 0.688642 0.229939 1 1.18012 1.31136 0.229939 0.283827 0.135485 -1.0764e-16 0.22903 -0.283827 0.135485 
3.29 0.691481 0.231297 1 1.18241 1.30852 0.231297 0.283926 0.135788 -1.19939e-16 0.228425 -0.283926 0.135788 
3.3 0.694321 0.232658 1 1.18468 1.30568 0.232658 0.284024 0.13609 -1.27624e-16 0.227821 -0.284024 0.13609 
3.31 0.697163 0.234022 1 1.18696 1.30284 0.234022 0.284121 0.136391 -1.35256e-16 0.227218 -0.284121 0.136391 
3.32 0.700005 0.235388 1 1.18922 1.3 0.235388 0.284217 0.136692 -1.42802e-16 0.226616 -0.284217 0.136692 
3.33 0.702848 0.236758 1 1.19148 1.29715 0.236758 0.284311 0.136993 -1.49047e-16 0.226014 -0.284311 0.136993 
3.34 0.705692 0.238131 1 1.19374 1.29431 0.238131 0.284405 0.137293 -1.55015e-16 0.225414 -0.284405 0.137293 
3.35 0.708537 0.239507 1 1.19599 1.29146 0.239507 0.284497 0.137593 -1.59352e-16 0.224814 -0.284497 0.137593 
3.36 0.711383 0.240886 1 1.19823 1.28862 0.240886 0.284588 0.137892 -1.64851e-16 0.224216 -0.284588 0.137892 
3.37 0.71423 0.242268 1 1.20046 1.28577 0.242268 0.284678 0.138191 -1.71634e-16 0.223618 -0.284678 0.138191 
3.38 0.717077 0.243653 1 1.20269 1.28292 0.243653 0.284767 0.13849 -1.76994e-16 0.22302 -0.284767 0.13849 
3.39 0.719926 0.245041 1 1.20492 1.28007 0.245041 0.284855 0.138788 -1.82198e-16 0.222424 -0.284855 0.138788 
3.4 0.722775 0.246432 1 1.20714 1.27722 0.246432 0.284942 0.139086 -1.87263e-16 0.221829 -0.284942 0.139086 
3.41 0.725625 0.247826 1 1.20935 1.27437 0.247826 0.285028 0.139383 -1.91999e-16 0.221234 -0.285028 0.139383 
3.42 0.728477 0.249222 1 1.21156 1.27152 0.249222 0.285113 0.13968 -1.94098e-16 0.22064 -0.285113 0.13968 
3.43 0.731329 0.250622 1 1.21376 1.26867 0.250622 0.285196 0.139976 -1.98782e-16 0.220047 -0.285196 0.139976 
3.44 0.734181 0.252025 1 1.21595 1.26582 0.252025 0.285279 0.140273 -2.03206e-16 0.219455 -0.285279 0.140273 
3.45 0.737035 0.25343 1 1.21814 1.26297 0.25343 0.285361 0.140568 -2.07369e-16 0.218863 -0.285361 0.140568 
3.46 0.739889 0.254839 1 1.22032 1.26011 0.254839 0.285441 0.140864 -2.11532e-16 0.218272 -0.285441 0.140864 
3.47 0.742745 0.256251 1 1.2225 1.25726 0.256251 0.285521 0.141159 -2.13007e-16 0.217682 -0.285521 0.141159 
3.48 0.745601 0.257665 1 1.22467 1.2544 0.257665 0.285599 0.141453 -2.17031e-16 0.217093 -0.285599 0.141453 
3.49 0.748457 0.259083 1 1.22683 1.25154 0.259083 0.285676 0.141748 -2.19633e-16 0.216504 -0.285676 0.141748 
3.5 0.751315 0.260503 1 1.22899 1.24869 0.260503 0.285753 0.142042 -2.20978e-16 0.215917 -0.285753 0.142042 
3.51 0.754173 0.261927 1 1.23115 1.24583 0.261927 0.285828 0.142335 -2.23493e-16 0.215329 -0.285828 0.142335 
3.52 0.757032 0.263353 1 1.23329 1.24297 0.263353 0.285903 0.142629 -2.2247e-16 0.214743 -0.285903 0.142629 
3.53 0.759892 0.264782 1 1.23544 1.24011 0.264782 0.285976 0.142921 -2.21559e-16 0.214157 -0.285976 0.142921 
3.54 0.762752 0.266214 1 1.23757 1.23725 0.266214 0.286048 0.143214 -2.23068e-16 0.213572 -0.286048 0.143214 
3.55 0.765614 0.267649 1 1.2397 1.23439 0.267649 0.28612 0.143506 -2.22036e-16 0.212988 -0.28612 0.143506 
3.56 0.768475 0.269087 1 1.24183 1.23152 0.269087 0.28619 0.143798 -2.22149e-16 0.212404 -0.28619 0.143798 
3.57 0.771338 0.270528 1 1.24394 1.22866 0.270528 0.286259 0.14409 -2.21108e-16 0.211821 -0.286259 0.14409 
3.58 0.774201 0.271972 1 1.24606 1.2258 0.271972 0.286328 0.144381 -2.2247e-16 0.211239 -0.286328 0.144381 
3.59 0.777065 0.273419 1 1.24816 1.22293 0.273419 0.286395 0.144672 -2.2142e-16 0.210657 -0.286395 0.144672 
3.6 0.77993 0.274868 1 1.25026 1.22007 0.274868 0.286462 0.144962 -2.20501e-16 0.210076 -0.286462 0.144962 
3.61 0.782795 0.276321 1 1.25236 1.2172 0.276321 0.286527 0.145252 -2.21732e-16 0.209495 -0.286527 0.145252 
3.62 0.785661 0.277776 1 1.25445 1.21434 0.277776 0.286592 0.145542 -2.20527e-16 0.208915 -0.286592 0.145542 
3.63 0.788528 0.279234 1 1.25653 1.21147 0.279234 0.286655 0.145832 -2.20553e-16 0.208336 -0.286655 0.145832 
3.64 0.791395 0.280696 1 1.25861 1.20861 0.280696 0.286718 0.146121 -2.19607e-16 0.207757 -0.286718 0.146121 
3.65 0.794263 0.28216 1 1.26068 1.20574 0.28216 0.28678 0.14641 -2.16528e-16 0.207179 -0.28678 0.14641 
3.66 0.797131 0.283627 1 1.26275 1.20287 0.283627 0.28684 0.146699 -2.1776e-16 0.206602 -0.28684 0.146699 
3.67 0.8 0.285097 1 1.26481 1.2 0.285097 0.2869 0.146988 -2.16606e-16 0.206025 -0.2869 0.146988 
3.68 0.80287 0.286569 1 1.26686 1.19713 0.286569 0.286959 0.147276 -2.15505e-16 0.205449 -0.286959 0.147276 
3.69 0.80574 0.288045 1 1.26891 1.19426 0.288045 0.287017 0.147564 -2.17413e-16 0.204873 -0.287017 0.147564 
3.7 0.808611 0.289524 1 1.27095 1.19139 0.289524 0.287074 0.147851 -2.17161e-16 0.204298 -0.287074 0.147851 
3.71 0.811482 0.291005 1 1.27299 1.18852 0.291005 0.28713 0.148139 -2.16927e-16 0.203723 -0.28713 0.148139 
3.72 0.814354 0.292489 1 1.27502 1.18565 0.292489 0.287185 0.148426 -2.16632e-16 0.203149 -0.287185 0.148426 
3.73 0.817226 0.293976 1 1.27705 1.18277 0.293976 0.287239 0.148712 -2.14412e-16 0.202575 -0.287239 0.148712 
3.74 0.820099 0.295466 1 1.27907 1.1799 0.295466 0.287292 0.148999 -2.1416e-16 0.202002 -0.287292 0.148999 
3.75 0.822972 0.296959 1 1.28108 1.17703 0.296959 0.287345 0.149285 -2.13969e-16 0.201429 -0.287345 0.149285 
3.76 0.825846 0.298455 1 1.28309 1.17415 0.298455 0.287396 0.149571 -2.11914e-16 0.200857 -0.287396 0.149571 
3.77 0.828721 0.299953 1 1.28509 1.17128 0.299953 0.287447 0.149857 -2.10014e-16 0.200286 -0.287447 0.149857 
3.78 0.831596 0.301455 1 1.28709 1.1684 0.301455 0.287496 0.150143 -2.09893e-16 0.199715 -0.287496 0.150143 
3.79 0.834471 0.302959 1 1.28908 1.16553 0.302959 0.287545 0.150428 -2.09954e-16 0.199144 -0.287545 0.150428 
3.8 0.837347 0.304466 1 1.29107 1.16265 0.304466 0.287593 0.150713 -2.07386e-16 0.198574 -0.287593 0.150713 
3.81 0.840224 0.305976 1 1.29305 1.15978 0.305976 0.28764 0.150998 -2.05756e-16 0.198004 -0.28764 0.150998 
3.82 0.8431 0.307489 1 1.29502 1.1569 0.307489 0.287686 0.151283 -2.04151e-16 0.197435 -0.287686 0.151283 
3.83 0.845978 0.309005 1 1.29699 1.15402 0.309005 0.287731 0.151567 -2.02607e-16 0.196866 -0.287731 0.151567 
3.84 0.848856 0.310523 1 1.29895 1.15114 0.310523 0.287775 0.151851 -2.00352e-16 0.196298 -0.287775 0.151851 
3.85 0.851734 0.312045 1 1.30091 1.14827 0.312045 0.287819 0.152135 -1.9827e-16 0.19573 -0.287819 0.152135 
3.86 0.854612 0.313569 1 1.30286 1.14539 0.313569 0.287861 0.152419 -1.94749e-16 0.195162 -0.287861 0.152419 
3.87 0.857491 0.315096 1 1.30481 1.14251 0.315096 0.287903 0.152702 -1.90663e-16 0.194595 -0.287903 0.152702 
3.88 0.860371 0.316626 1 1.30675 1.13963 0.316626 0.287944 0.152986 -1.88929e-16 0.194029 -0.287944 0.152986 
3.89 0.863251 0.318158 1 1.30868 1.13675 0.318158 0.287984 0.153269 -1.87133e-16 0.193462 -0.287984 0.153269 
3.9 0.866131 0.319694 1 1.31061 1.13387 0.319694 0.288023 0.153552 -1.84674e-16 0.192897 -0.288023 0.153552 
3.91 0.869011 0.321232 1 1.31254 1.13099 0.321232 0.288061 0.153834 -1.8166e-16 0.192331 -0.288061 0.153834 
3.92 0.871892 0.322773 1 1.31445 1.12811 0.322773 0.288098 0.154117 -1.78742e-16 0.191766 -0.288098 0.154117 
3.93 0.874774 0.324317 1 1.31637 1.12523 0.324317 0.288135 0.154399 -1.75966e-16 0.191201 -0.288135 0.154399 
3.94 0.877656 0.325864 1 1.31827 1.12234 0.325864 0.288171 0.154682 -1.74713e-16 0.190637 -0.288171 0.154682 
3.95 0.880538 0.327414 1 1.32017 1.11946 0.327414 0.288205 0.154964 -1.73511e-16 0.190073 -0.288205 0.154964 
3.96 0.88342 0.328966 1 1.32207 1.11658 0.328966 0.288239 0.155245 -1.7113e-16 0.189509 -0.288239 0.155245 
3.97 0.886303 0.330522 1 1.32396 1.1137 0.330522 0.288272 0.155527 -1.6826e-16 0.188946 -0.288272 0.155527 
3.98 0.889186 0.33208 1 1.32584 1.11081 0.33208 0.288305 0.155809 -1.67301e-16 0.188383 -0.288305 0.155809 
3.99 0.892069 0.333641 1 1.32772 1.10793 0.333641 0.288336 0.15609 -1.65133e-16 0.18782 -0.288336 0.15609 
