t,alpha,alpha_dot
4.735,-0.224005,-1.38263
4.74,-0.230891,-1.37157
4.745,-0.237721,-1.36018
4.75,-0.244493,-1.34847
4.755,-0.251206,-1.33643
4.76,-0.257857,-1.32408
4.765,-0.264447,-1.31142
4.77,-0.270972,-1.29844
4.775,-0.277431,-1.28516
4.78,-0.283823,-1.27158
4.785,-0.290147,-1.25769
4.79,-0.2964,-1.24351
4.795,-0.302582,-1.22904
4.8,-0.308691,-1.21428
4.805,-0.314725,-1.19923
4.81,-0.320683,-1.18391
4.815,-0.326564,-1.16831
4.82,-0.332366,-1.15244
4.825,-0.338088,-1.1363
4.83,-0.343729,-1.1199
4.835,-0.349287,-1.10324
4.84,-0.354761,-1.08633
4.845,-0.360151,-1.06917
4.85,-0.365453,-1.05176
4.855,-0.370668,-1.03411
4.86,-0.375794,-1.01622
4.865,-0.38083,-0.998105
4.87,-0.385775,-0.97976
4.875,-0.390628,-0.961193
4.88,-0.395387,-0.942407
4.885,-0.400052,-0.923408
4.89,-0.404621,-0.9042
4.895,-0.409094,-0.884789
4.9,-0.413469,-0.865178
4.905,-0.417746,-0.845374
4.91,-0.421923,-0.825379
4.915,-0.426,-0.8052
4.92,-0.429975,-0.784841
4.925,-0.433848,-0.764307
4.93,-0.437618,-0.743604
4.935,-0.441284,-0.722734
4.94,-0.444845,-0.701705
4.945,-0.448301,-0.68052
4.95,-0.451651,-0.659185
4.955,-0.454893,-0.637704
4.96,-0.458028,-0.616083
4.965,-0.461054,-0.594327
4.97,-0.463971,-0.572439
4.975,-0.466778,-0.550427
4.98,-0.469475,-0.528293
4.985,-0.472061,-0.506045
4.99,-0.474536,-0.483685
4.995,-0.476898,-0.46122
5,-0.479148,-0.438655
5.005,-0.481285,-0.415994
5.01,-0.483308,-0.393242
5.015,-0.485217,-0.370406
5.02,-0.487012,-0.347489
5.025,-0.488692,-0.324496
5.03,-0.490257,-0.301434
5.035,-0.491706,-0.278306
5.04,-0.49304,-0.255118
5.045,-0.494257,-0.231874
5.05,-0.495359,-0.208581
5.055,-0.496343,-0.185243
5.06,-0.497211,-0.161865
5.065,-0.497962,-0.138451
5.07,-0.498596,-0.115008
5.075,-0.499112,-0.0915407
5.08,-0.499511,-0.0680533
5.085,-0.499793,-0.0445512
5.09,-0.499957,-0.0210395
5.095,-0.500003,0.00247674
5.1,-0.499932,0.0259924
5.105,-0.499743,0.0495025
5.11,-0.499437,0.0730019
5.115,-0.499013,0.0964857
5.12,-0.498472,0.119949
5.125,-0.497814,0.143386
5.13,-0.497038,0.166792
5.135,-0.496146,0.190162
5.14,-0.495136,0.213491
5.145,-0.494011,0.236775
5.15,-0.492769,0.260007
5.155,-0.491411,0.283182
5.16,-0.489937,0.306297
5.165,-0.488348,0.329345
5.17,-0.486643,0.352322
5.175,-0.484824,0.375223
5.18,-0.482891,0.398042
5.185,-0.480844,0.420775
5.19,-0.478683,0.443416
5.195,-0.47641,0.465961
5.2,-0.474024,0.488404
5.205,-0.471526,0.51074
5.21,-0.468916,0.532965
5.215,-0.466196,0.555074
5.22,-0.463366,0.57706
5.225,-0.460426,0.598921
5.23,-0.457377,0.620649
5.235,-0.454219,0.642241
5.24,-0.450954,0.663692
5.245,-0.447582,0.684995
5.25,-0.444104,0.706148
5.255,-0.440521,0.727144
5.26,-0.436833,0.747979
5.265,-0.433041,0.768647
5.27,-0.429146,0.789145
5.275,-0.42515,0.809466
5.28,-0.421052,0.829607
5.285,-0.416853,0.849561
5.29,-0.412556,0.869326
5.295,-0.40816,0.888895
5.3,-0.403667,0.908264
5.305,-0.399078,0.927428
5.31,-0.394393,0.946382
5.315,-0.389614,0.965122
5.32,-0.384742,0.983644
5.325,-0.379777,1.00194
5.33,-0.374722,1.02001
5.335,-0.369577,1.03785
5.34,-0.364344,1.05545
5.345,-0.359023,1.0728
5.35,-0.353616,1.08991
5.355,-0.348124,1.10677
5.36,-0.342548,1.12338
5.365,-0.33689,1.13973
5.37,-0.331151,1.15581
5.375,-0.325332,1.17162
5.38,-0.319435,1.18716
5.385,-0.31346,1.20243
5.39,-0.30741,1.21741
5.395,-0.301286,1.23211
5.4,-0.295089,1.24652
5.405,-0.288821,1.26064
5.41,-0.282483,1.27446
5.415,-0.276076,1.28798
5.42,-0.269603,1.3012
5.425,-0.263064,1.31411
5.43,-0.256462,1.32671
5.435,-0.249797,1.339
5.44,-0.243072,1.35096
5.445,-0.236287,1.36261
5.45,-0.229446,1.37393
5.455,-0.222548,1.38492
5.46,-0.215597,1.39558
5.465,-0.208592,1.40591
5.47,-0.201537,1.4159
5.475,-0.194433,1.42554
5.48,-0.187282,1.43485
5.485,-0.180085,1.44381
5.49,-0.172844,1.45242
5.495,-0.165561,1.46068
5.5,-0.158237,1.46859
5.505,-0.150875,1.47614
5.51,-0.143476,1.48333
5.515,-0.136042,1.49017
5.52,-0.128574,1.49664
5.525,-0.121075,1.50274
5.53,-0.113547,1.50848
5.535,-0.10599,1.51386
5.54,-0.0984081,1.51886
5.545,-0.0908017,1.5235
5.55,-0.0831731,1.52776
5.555,-0.0755241,1.53165
5.56,-0.0678567,1.53516
5.565,-0.0601725,1.5383
5.57,-0.0524737,1.54106
5.575,-0.044762,1.54344
5.58,-0.0370392,1.54545
5.585,-0.0293075,1.54708
5.59,-0.0215685,1.54832
5.595,-0.0138242,1.54919
5.6,-0.00607657,1.54968
5.605,0.00167258,1.54979
5.61,0.00942131,1.54952
5.615,0.0171677,1.54886
5.62,0.0249099,1.54783
5.625,0.0326461,1.54642
5.63,0.0403742,1.54463
5.635,0.0480924,1.54246
5.64,0.0557988,1.53991
5.645,0.0634915,1.53699
5.65,0.0711687,1.53369
5.655,0.0788284,1.53001
5.66,0.0864688,1.52596
5.665,0.094088,1.52154
5.67,0.101684,1.51675
5.675,0.109256,1.51158
5.68,0.1168,1.50605
5.685,0.124316,1.50015
5.69,0.131802,1.49389
5.695,0.139255,1.48726
5.7,0.146674,1.48027
5.705,0.154058,1.47292
5.71,0.161403,1.46522
5.715,0.16871,1.45716
5.72,0.175975,1.44875
5.725,0.183197,1.43998
5.73,0.190375,1.43087
5.735,0.197506,1.42142
5.74,0.204589,1.41163
5.745,0.211622,1.40149
5.75,0.218604,1.39102
5.755,0.225533,1.38022
5.76,0.232406,1.36908
5.765,0.239223,1.35762
5.77,0.245982,1.34584
5.775,0.252682,1.33373
5.78,0.25932,1.32131
5.785,0.265895,1.30858
5.79,0.272406,1.29554
5.795,0.27885,1.28219
5.8,0.285227,1.26853
5.805,0.291536,1.25458
5.81,0.297773,1.24034
5.815,0.303939,1.2258
5.82,0.310031,1.21098
5.825,0.316049,1.19587
5.83,0.32199,1.18049
5.835,0.327854,1.16483
5.84,0.333638,1.1489
5.845,0.339343,1.1327
5.85,0.344965,1.11624
5.855,0.350505,1.09953
5.86,0.355961,1.08256
5.865,0.361331,1.06534
5.87,0.366614,1.04788
5.875,0.371809,1.03018
5.88,0.376916,1.01224
5.885,0.381932,0.994071
5.89,0.386856,0.975676
5.895,0.391689,0.95706
5.9,0.396427,0.938227
5.905,0.401071,0.919181
5.91,0.405619,0.899928
5.915,0.41007,0.880472
5.92,0.414424,0.860819
5.925,0.418678,0.840971
5.93,0.422833,0.820936
5.935,0.426888,0.800717
5.94,0.430841,0.780319
5.945,0.434691,0.759747
5.95,0.438438,0.739006
5.955,0.442081,0.718101
5.96,0.445619,0.697037
5.965,0.449051,0.675818
5.97,0.452377,0.65445
5.975,0.455596,0.632938
5.98,0.458707,0.611287
5.985,0.461709,0.589501
5.99,0.464602,0.567585
5.995,0.467385,0.545545
6,0.470057,0.523386
6.005,0.472618,0.501112
6.01,0.475068,0.478729
6.015,0.477406,0.456241
6.02,0.479631,0.433654
6.025,0.481742,0.410973
6.03,0.48374,0.388202
6.035,0.485624,0.365347
6.04,0.487394,0.342413
6.045,0.489048,0.319405
6.05,0.490588,0.296327
6.055,0.492012,0.273186
6.06,0.49332,0.249985
6.065,0.494512,0.22673
6.07,0.495587,0.203426
6.075,0.496546,0.180079
6.08,0.497388,0.156692
6.085,0.498113,0.133272
6.09,0.498721,0.109823
6.095,0.499211,0.0863508
6.1,0.499584,0.0628596
6.105,0.49984,0.0393549
6.11,0.499978,0.0158418
6.115,0.499998,-0.00767478
6.12,0.499901,-0.0311897
6.125,0.499686,-0.0546979
6.13,0.499354,-0.0781943
6.135,0.498904,-0.101674
6.14,0.498337,-0.125132
6.145,0.497653,-0.148562
6.15,0.496852,-0.171961
6.155,0.495933,-0.195323
6.16,0.494898,-0.218642
6.165,0.493747,-0.241915
6.17,0.492479,-0.265135
6.175,0.491096,-0.288297
6.18,0.489596,-0.311398
6.185,0.487982,-0.334431
6.19,0.486252,-0.357391
6.195,0.484408,-0.380274
6.2,0.482449,-0.403075
6.205,0.480377,-0.425788
6.21,0.478191,-0.448408
6.215,0.475893,-0.470931
6.22,0.473482,-0.493351
6.225,0.470959,-0.515663
6.23,0.468325,-0.537863
6.235,0.465581,-0.559945
6.24,0.462726,-0.581904
6.245,0.459762,-0.603736
6.25,0.456689,-0.625435
6.255,0.453507,-0.646996
6.26,0.450219,-0.668414
6.265,0.446823,-0.689685
6.27,0.443322,-0.710803
6.275,0.439715,-0.731764
6.28,0.436004,-0.752563
6.285,0.43219,-0.773194
6.29,0.428272,-0.793653
6.295,0.424253,-0.813935
6.3,0.420133,-0.834035
6.305,0.415913,-0.853948
6.31,0.411593,-0.873669
6.315,0.407176,-0.893195
6.32,0.402661,-0.912519
6.325,0.398051,-0.931637
6.33,0.393345,-0.950544
6.335,0.388545,-0.969236
6.34,0.383653,-0.987709
6.345,0.378668,-1.00596
6.35,0.373593,-1.02397
6.355,0.368429,-1.04176
6.36,0.363176,-1.05931
6.365,0.357836,-1.07661
6.37,0.35241,-1.09366
6.375,0.346899,-1.11047
6.38,0.341305,-1.12702
6.385,0.335629,-1.1433
6.39,0.329872,-1.15933
6.395,0.324035,-1.17508
6.4,0.318121,-1.19056
6.405,0.31213,-1.20576
6.41,0.306063,-1.22069
6.415,0.299923,-1.23532
6.42,0.29371,-1.24967
6.425,0.287426,-1.26372
6.43,0.281073,-1.27748
6.435,0.274652,-1.29093
6.44,0.268164,-1.30409
6.445,0.261611,-1.31693
6.45,0.254994,-1.32946
6.455,0.248316,-1.34167
6.46,0.241578,-1.35357
6.465,0.23478,-1.36514
6.47,0.227926,-1.37639
6.475,0.221017,-1.38731
6.48,0.214053,-1.39789
6.485,0.207038,-1.40815
6.49,0.199972,-1.41806
6.495,0.192857,-1.42763
6.5,0.185695,-1.43686
6.505,0.178488,-1.44574
6.51,0.171238,-1.45428
6.515,0.163946,-1.46246
6.52,0.156613,-1.47029
6.525,0.149243,-1.47776
6.53,0.141836,-1.48488
6.535,0.134394,-1.49163
6.54,0.126919,-1.49802
6.545,0.119414,-1.50405
6.55,0.111879,-1.50971
6.555,0.104317,-1.515
6.56,0.096729,-1.51992
6.565,0.0891175,-1.52447
6.57,0.0814843,-1.52865
6.575,0.073831,-1.53246
6.58,0.0661597,-1.53589
6.585,0.0584721,-1.53894
6.59,0.0507703,-1.54162
6.595,0.0430559,-1.54392
6.6,0.035331,-1.54584
6.605,0.0275975,-1.54739
6.61,0.0198572,-1.54855
6.615,0.012112,-1.54933
6.62,0.00436383,-1.54974
6.625,-0.00338539,-1.54976
6.63,-0.0111338,-1.54941
6.635,-0.0188795,-1.54867
6.64,-0.0266205,-1.54755
6.645,-0.034355,-1.54606
6.65,-0.0420811,-1.54419
6.655,-0.0497969,-1.54193
6.66,-0.0575004,-1.5393
6.665,-0.0651899,-1.53629
6.67,-0.0728634,-1.53291
6.675,-0.080519,-1.52915
6.68,-0.0881549,-1.52502
6.685,-0.0957692,-1.52052
6.69,-0.10336,-1.51564
6.695,-0.110926,-1.5104
6.7,-0.118464,-1.50478
6.705,-0.125973,-1.4988
6.71,-0.133452,-1.49246
6.715,-0.140898,-1.48575
6.72,-0.14831,-1.47868
6.725,-0.155685,-1.47125
6.73,-0.163022,-1.46347
6.735,-0.17032,-1.45533
6.74,-0.177575,-1.44684
6.745,-0.184788,-1.438
6.75,-0.191955,-1.42882
6.755,-0.199076,-1.41929
6.76,-0.206148,-1.40942
6.765,-0.21317,-1.39921
6.77,-0.22014,-1.38866
6.775,-0.227057,-1.37779
6.78,-0.233918,-1.36658
6.785,-0.240723,-1.35505
6.79,-0.247469,-1.34319
6.795,-0.254155,-1.33102
6.8,-0.260779,-1.31853
6.805,-0.26734,-1.30572
6.81,-0.273836,-1.29261
6.815,-0.280266,-1.2792
6.82,-0.286628,-1.26548
6.825,-0.292921,-1.25146
6.83,-0.299143,-1.23715
6.835,-0.305292,-1.22255
6.84,-0.311368,-1.20767
6.845,-0.317369,-1.1925
6.85,-0.323293,-1.17705
6.855,-0.329139,-1.16133
6.86,-0.334907,-1.14534
6.865,-0.340593,-1.12909
6.87,-0.346197,-1.11257
6.875,-0.351719,-1.0958
6.88,-0.357155,-1.07878
6.885,-0.362506,-1.0615
6.89,-0.36777,-1.04399
6.895,-0.372946,-1.02623
6.9,-0.378033,-1.00824
6.905,-0.383029,-0.990026
6.91,-0.387933,-0.971582
6.915,-0.392745,-0.952917
6.92,-0.397462,-0.934037
6.925,-0.402085,-0.914945
6.93,-0.406612,-0.895647
6.935,-0.411041,-0.876146
6.94,-0.415373,-0.856449
6.945,-0.419606,-0.83656
6.95,-0.423739,-0.816483
6.955,-0.427771,-0.796224
6.96,-0.431701,-0.775787
6.965,-0.435529,-0.755178
6.97,-0.439253,-0.7344
6.975,-0.442873,-0.713459
6.98,-0.446387,-0.692361
6.985,-0.449796,-0.671109
6.99,-0.453098,-0.649709
6.995,-0.456293,-0.628165
7,-0.45938,-0.606484
7.005,-0.462358,-0.584669
7.01,-0.465227,-0.562725
7.015,-0.467985,-0.540658
7.02,-0.470633,-0.518473
7.025,-0.47317,-0.496175
7.03,-0.475595,-0.473768
7.035,-0.477908,-0.451258
7.04,-0.480108,-0.42865
7.045,-0.482194,-0.405948
7.05,-0.484167,-0.383158
7.055,-0.486026,-0.360286
7.06,-0.48777,-0.337334
7.065,-0.489399,-0.31431
7.07,-0.490913,-0.291218
7.075,-0.492312,-0.268063
7.08,-0.493594,-0.24485
7.085,-0.49476,-0.221584
7.09,-0.49581,-0.19827
7.095,-0.496743,-0.174913
7.1,-0.497559,-0.151519
7.105,-0.498258,-0.128092
7.11,-0.49884,-0.104637
7.115,-0.499304,-0.0811601
7.12,-0.499651,-0.0576655
7.125,-0.499881,-0.0341585
7.13,-0.499993,-0.0106441
7.135,-0.499987,0.0128725
7.14,-0.499864,0.0363864
7.145,-0.499624,0.0598925
7.15,-0.499265,0.0833857
7.155,-0.49879,0.106861
7.16,-0.498197,0.130313
7.165,-0.497487,0.153737
7.17,-0.496659,0.177128
7.175,-0.495715,0.200481
7.18,-0.494655,0.223791
7.185,-0.493477,0.247052
7.19,-0.492184,0.27026
7.195,-0.490775,0.293409
7.2,-0.48925,0.316495
7.205,-0.48761,0.339513
7.21,-0.485855,0.362456
7.215,-0.483985,0.385322
7.22,-0.482002,0.408103
7.225,-0.479904,0.430796
7.23,-0.477694,0.453396
7.235,-0.47537,0.475896
7.24,-0.472935,0.498293
7.245,-0.470387,0.520581
7.25,-0.467729,0.542755
7.255,-0.46496,0.56481
7.26,-0.462081,0.586741
7.265,-0.459092,0.608544
7.27,-0.455995,0.630213
7.275,-0.45279,0.651743
7.28,-0.449478,0.673129
7.285,-0.446059,0.694367
7.29,-0.442534,0.715451
7.295,-0.438905,0.736376
7.3,-0.435171,0.757138
7.305,-0.431333,0.777732
7.31,-0.427393,0.798152
7.315,-0.423352,0.818394
7.32,-0.419209,0.838453
7.325,-0.414967,0.858325
7.33,-0.410626,0.878003
7.335,-0.406187,0.897484
7.34,-0.401651,0.916763
7.345,-0.397019,0.935835
7.35,-0.392293,0.954696
7.355,-0.387473,0.97334
7.36,-0.382559,0.991763
7.365,-0.377555,1.00996
7.37,-0.37246,1.02793
7.375,-0.367276,1.04566
7.38,-0.362003,1.06315
7.385,-0.356644,1.0804
7.39,-0.351199,1.0974
7.395,-0.34567,1.11415
7.4,-0.340058,1.13064
7.405,-0.334364,1.14687
7.41,-0.328589,1.16283
7.415,-0.322735,1.17853
7.42,-0.316804,1.19395
7.425,-0.310796,1.20909
7.43,-0.304713,1.22395
7.435,-0.298556,1.23852
7.44,-0.292328,1.2528
7.445,-0.286028,1.26679
7.45,-0.27966,1.28048
7.455,-0.273224,1.29387
7.46,-0.266721,1.30695
7.465,-0.260154,1.31973
7.47,-0.253524,1.33219
7.475,-0.246832,1.34433
7.48,-0.240081,1.35616
7.485,-0.233271,1.36766
7.49,-0.226404,1.37883
7.495,-0.219482,1.38968
7.5,-0.212507,1.40019
7.505,-0.20548,1.41037
7.51,-0.198404,1.42021
7.515,-0.191278,1.4297
7.52,-0.184107,1.43886
7.525,-0.17689,1.44766
7.53,-0.16963,1.45612
7.535,-0.162329,1.46422
7.54,-0.154988,1.47197
7.545,-0.147609,1.47937
7.55,-0.140194,1.4864
7.555,-0.132745,1.49307
7.56,-0.125263,1.49939
7.565,-0.117751,1.50533
7.57,-0.11021,1.51091
7.575,-0.102642,1.51612
7.58,-0.0950488,1.52096
7.585,-0.0874324,1.52543
7.59,-0.0797945,1.52953
7.595,-0.0721371,1.53325
7.6,-0.064462,1.5366
7.605,-0.0567711,1.53957
7.61,-0.0490663,1.54216
7.615,-0.0413495,1.54438
7.62,-0.0336225,1.54622
7.625,-0.0258873,1.54768
7.63,-0.0181457,1.54876
7.635,-0.0103997,1.54946
7.64,-0.00265112,1.54978
7.645,0.0050981,1.54972
7.65,0.0128461,1.54928
7.655,0.0205909,1.54846
7.66,0.0283307,1.54726
7.665,0.0360635,1.54568
7.67,0.0437875,1.54372
7.675,0.0515007,1.54139
7.68,0.0592013,1.53867
7.685,0.0668874,1.53558
7.69,0.0745571,1.53212
7.695,0.0822086,1.52827
7.7,0.0898399,1.52406
7.705,0.0974492,1.51947
7.71,0.105035,1.51452
7.715,0.112594,1.50919
7.72,0.120127,1.50349
7.725,0.127629,1.49743
7.73,0.135101,1.49101
7.735,0.142539,1.48422
7.74,0.149943,1.47707
7.745,0.15731,1.46957
7.75,0.164639,1.4617
7.755,0.171927,1.45349
7.76,0.179174,1.44492
7.765,0.186376,1.436
7.77,0.193534,1.42674
7.775,0.200644,1.41714
7.78,0.207705,1.40719
7.785,0.214716,1.39691
7.79,0.221674,1.38629
7.795,0.228579,1.37534
7.8,0.235427,1.36406
7.805,0.242219,1.35246
7.81,0.248952,1.34053
7.815,0.255624,1.32829
7.82,0.262235,1.31573
7.825,0.268782,1.30285
7.83,0.275263,1.28968
7.835,0.281678,1.27619
7.84,0.288025,1.26241
7.845,0.294303,1.24833
7.85,0.300509,1.23395
7.855,0.306642,1.21929
7.86,0.312701,1.20434
7.865,0.318685,1.18911
7.87,0.324593,1.1736
7.875,0.330421,1.15782
7.88,0.336171,1.14177
7.885,0.341839,1.12546
7.89,0.347425,1.10889
7.895,0.352928,1.09206
7.9,0.358346,1.07498
7.905,0.363678,1.05766
7.91,0.368923,1.04009
7.915,0.374079,1.02228
7.92,0.379145,1.00424
7.925,0.384121,0.98597
7.93,0.389005,0.967477
7.935,0.393796,0.948764
7.94,0.398493,0.929836
7.945,0.403094,0.910698
7.95,0.4076,0.891355
7.955,0.412008,0.871811
7.96,0.416318,0.852071
7.965,0.420529,0.83214
7.97,0.424639,0.812022
7.975,0.428649,0.791724
7.98,0.432556,0.771248
7.985,0.436361,0.750601
7.99,0.440063,0.729787
7.995,0.443659,0.708811
8,0.447151,0.687678
8.005,0.450536,0.666392
8.01,0.453815,0.64496
8.015,0.456986,0.623386
8.02,0.460048,0.601674
8.025,0.463002,0.57983
8.03,0.465847,0.557859
8.035,0.468581,0.535766
8.04,0.471204,0.513555
8.045,0.473716,0.491232
8.05,0.476117,0.468802
8.055,0.478405,0.44627
8.06,0.480579,0.423641
8.065,0.482641,0.400919
8.07,0.484589,0.378111
8.075,0.486422,0.35522
8.08,0.488141,0.332252
8.085,0.489745,0.309213
8.09,0.491233,0.286106
8.095,0.492606,0.262937
8.1,0.493862,0.239712
8.105,0.495003,0.216435
8.11,0.496027,0.193111
8.115,0.496934,0.169746
8.12,0.497724,0.146344
8.125,0.498397,0.12291
8.13,0.498953,0.0994503
8.135,0.499392,0.0759688
8.14,0.499713,0.052471
8.145,0.499917,0.0289619
8.15,0.500003,0.00544657
8.155,0.499971,-0.01807
8.16,0.499822,-0.0415826
8.165,0.499555,-0.0650863
8.17,0.499171,-0.0885759
8.175,0.498669,-0.112047
8.18,0.498051,-0.135493
8.185,0.497315,-0.15891
8.19,0.496461,-0.182293
8.195,0.495492,-0.205637
8.2,0.494405,-0.228936
8.205,0.493202,-0.252186
8.21,0.491883,-0.275382
8.215,0.490448,-0.298518
8.22,0.488898,-0.321589
8.225,0.487233,-0.344591
8.23,0.485452,-0.367518
8.235,0.483557,-0.390365
8.24,0.481549,-0.413127
8.245,0.479426,-0.4358
8.25,0.477191,-0.458378
8.255,0.474842,-0.480856
8.26,0.472382,-0.503229
8.265,0.46981,-0.525492
8.27,0.467127,-0.54764
8.275,0.464334,-0.569669
8.28,0.46143,-0.591572
8.285,0.458418,-0.613346
8.29,0.455297,-0.634984
8.295,0.452068,-0.656483
8.3,0.448732,-0.677837
8.305,0.44529,-0.699041
8.31,0.441742,-0.720091
8.315,0.438089,-0.74098
8.32,0.434332,-0.761705
8.325,0.430472,-0.782261
8.33,0.426509,-0.802643
8.335,0.422445,-0.822845
8.34,0.418281,-0.842863
8.345,0.414017,-0.862692
8.35,0.409654,-0.882327
8.355,0.405193,-0.901764
8.36,0.400636,-0.920998
8.365,0.395984,-0.940024
8.37,0.391236,-0.958836
8.375,0.386395,-0.977432
8.38,0.381462,-0.995806
8.385,0.376437,-1.01395
8.39,0.371322,-1.03187
8.395,0.366118,-1.04955
8.4,0.360827,-1.06699
8.405,0.355449,-1.08418
8.41,0.349985,-1.10113
8.415,0.344437,-1.11782
8.42,0.338807,-1.13425
8.425,0.333095,-1.15042
8.43,0.327303,-1.16633
8.435,0.321432,-1.18196
8.44,0.315483,-1.19732
8.445,0.309458,-1.2124
8.45,0.303359,-1.2272
8.455,0.297186,-1.2417
8.46,0.290942,-1.25592
8.465,0.284627,-1.26984
8.47,0.278244,-1.28347
8.475,0.271793,-1.29679
8.48,0.265276,-1.3098
8.485,0.258694,-1.32251
8.49,0.252051,-1.3349
8.495,0.245345,-1.34697
8.5,0.238581,-1.35873
8.505,0.231758,-1.37016
8.51,0.224879,-1.38126
8.515,0.217946,-1.39203
8.52,0.210959,-1.40247
8.525,0.203921,-1.41257
8.53,0.196833,-1.42234
8.535,0.189698,-1.43176
8.54,0.182516,-1.44083
8.545,0.175289,-1.44956
8.55,0.16802,-1.45794
8.555,0.16071,-1.46597
8.56,0.15336,-1.47364
8.565,0.145973,-1.48095
8.57,0.138551,-1.48791
8.575,0.131094,-1.4945
8.58,0.123606,-1.50073
8.585,0.116087,-1.5066
8.59,0.10854,-1.5121
8.595,0.100966,-1.51722
8.6,0.0933675,-1.52198
8.605,0.0857462,-1.52637
8.61,0.0781038,-1.53038
8.615,0.0704424,-1.53402
8.62,0.0627636,-1.53729
8.625,0.0550695,-1.54018
8.63,0.0473618,-1.54269
8.635,0.0396426,-1.54482
8.64,0.0319136,-1.54658
8.645,0.0241768,-1.54795
8.65,0.0164341,-1.54895
8.655,0.00868732,-1.54956
8.66,0.000938431,-1.5498
8.665,-0.00681069,-1.54966
8.67,-0.0145581,-1.54913
8.675,-0.022302,-1.54823
8.68,-0.0300404,-1.54694
8.685,-0.0377715,-1.54528
8.69,-0.0454932,-1.54324
8.695,-0.0532039,-1.54082
8.7,-0.0609015,-1.53802
8.705,-0.0685841,-1.53485
8.71,-0.07625,-1.5313
8.715,-0.0838971,-1.52738
8.72,-0.0915237,-1.52308
8.725,-0.0991279,-1.51841
8.73,-0.106708,-1.51337
8.735,-0.114262,-1.50796
8.74,-0.121787,-1.50219
8.745,-0.129284,-1.49605
8.75,-0.136748,-1.48954
8.755,-0.144179,-1.48267
8.76,-0.151575,-1.47545
8.765,-0.158933,-1.46786
8.77,-0.166253,-1.45992
8.775,-0.173533,-1.45163
8.78,-0.18077,-1.44298
8.785,-0.187962,-1.43399
8.79,-0.195109,-1.42465
8.795,-0.202209,-1.41497
8.8,-0.209259,-1.40495
8.805,-0.216258,-1.39459
8.81,-0.223205,-1.3839
8.815,-0.230097,-1.37288
8.82,-0.236934,-1.36153
8.825,-0.243713,-1.34985
8.83,-0.250432,-1.33785
8.835,-0.257091,-1.32554
8.84,-0.263688,-1.31291
8.845,-0.27022,-1.29997
8.85,-0.276687,-1.28672
8.855,-0.283088,-1.27317
8.86,-0.289419,-1.25932
8.865,-0.295681,-1.24517
8.87,-0.301871,-1.23074
8.875,-0.307988,-1.21601
8.88,-0.314031,-1.201
8.885,-0.319998,-1.18571
8.89,-0.325888,-1.17014
8.895,-0.331699,-1.1543
8.9,-0.337431,-1.13819
8.905,-0.343081,-1.12182
8.91,-0.348649,-1.10519
8.915,-0.354133,-1.08831
8.92,-0.359532,-1.07117
8.925,-0.364845,-1.05379
8.93,-0.37007,-1.03617
8.935,-0.375207,-1.01831
8.94,-0.380253,-1.00022
8.945,-0.385209,-0.981903
8.95,-0.390073,-0.963361
8.955,-0.394843,-0.9446
8.96,-0.399519,-0.925626
8.965,-0.404099,-0.906442
8.97,-0.408583,-0.887054
8.975,-0.41297,-0.867466
8.98,-0.417258,-0.847683
8.985,-0.421446,-0.827711
8.99,-0.425535,-0.807553
8.995,-0.429522,-0.787214
9,-0.433407,-0.7667
9.005,-0.437189,-0.746016
9.01,-0.440867,-0.725166
9.015,-0.444441,-0.704154
9.02,-0.447909,-0.682987
9.025,-0.45127,-0.661669
9.03,-0.454525,-0.640205
9.035,-0.457672,-0.6186
9.04,-0.460711,-0.596858
9.045,-0.463641,-0.574986
9.05,-0.466461,-0.552987
9.055,-0.469171,-0.530868
9.06,-0.47177,-0.508632
9.065,-0.474257,-0.486285
9.07,-0.476633,-0.463832
9.075,-0.478896,-0.441278
9.08,-0.481046,-0.418627
9.085,-0.483082,-0.395886
9.09,-0.485004,-0.373059
9.095,-0.486812,-0.350151
9.1,-0.488506,-0.327167
9.105,-0.490084,-0.304112
9.11,-0.491547,-0.280991
9.115,-0.492894,-0.25781
9.12,-0.494125,-0.234572
9.125,-0.49524,-0.211285
9.13,-0.496238,-0.187951
9.135,-0.497119,-0.164577
9.14,-0.497884,-0.141168
9.145,-0.498531,-0.117728
9.15,-0.499061,-0.0942625
9.155,-0.499474,-0.070777
9.16,-0.499769,-0.0472762
9.165,-0.499946,-0.0237652
9.17,-0.500006,-0.000249153
9.175,-0.499949,0.023267
9.18,-0.499774,0.0467781
9.185,-0.499481,0.0702791
9.19,-0.499071,0.0937651
9.195,-0.498543,0.117231
9.2,-0.497899,0.140671
9.205,-0.497137,0.164081
9.21,-0.496258,0.187456
9.215,-0.495262,0.210791
9.22,-0.49415,0.234079
9.225,-0.492921,0.257318
9.23,-0.491577,0.280501
9.235,-0.490116,0.303623
9.24,-0.488541,0.326679
9.245,-0.48685,0.349665
9.25,-0.485044,0.372574
9.255,-0.483124,0.395403
9.26,-0.48109,0.418147
9.265,-0.478942,0.440799
9.27,-0.476682,0.463355
9.275,-0.474309,0.48581
9.28,-0.471824,0.50816
9.285,-0.469227,0.530398
9.29,-0.46652,0.55252
9.295,-0.463702,0.574521
9.3,-0.460775,0.596397
9.305,-0.457738,0.618141
9.31,-0.454593,0.639749
9.315,-0.451341,0.661216
9.32,-0.447981,0.682537
9.325,-0.444515,0.703708
