t,alpha,alpha_dot
9.33,-0.440944,0.724722
9.335,-0.437268,0.745576
9.34,-0.433488,0.766264
9.345,-0.429605,0.786782
9.35,-0.42562,0.807124
9.355,-0.421534,0.827286
9.36,-0.417348,0.847263
9.365,-0.413062,0.867049
9.37,-0.408677,0.886641
9.375,-0.404195,0.906034
9.38,-0.399617,0.925222
9.385,-0.394943,0.944201
9.39,-0.390175,0.962966
9.395,-0.385313,0.981513
9.4,-0.38036,0.999837
9.405,-0.375315,1.01793
9.41,-0.37018,1.0358
9.415,-0.364957,1.05342
9.42,-0.359646,1.07081
9.425,-0.354249,1.08795
9.43,-0.348767,1.10484
9.435,-0.343201,1.12147
9.44,-0.337552,1.13785
9.445,-0.331822,1.15396
9.45,-0.326012,1.16981
9.455,-0.320124,1.18538
9.46,-0.314158,1.20068
9.465,-0.308117,1.2157
9.47,-0.302002,1.23043
9.475,-0.295813,1.24487
9.48,-0.289553,1.25903
9.485,-0.283223,1.27288
9.49,-0.276824,1.28644
9.495,-0.270358,1.29969
9.5,-0.263827,1.31264
9.505,-0.257232,1.32528
9.51,-0.250574,1.3376
9.515,-0.243856,1.3496
9.52,-0.237078,1.36128
9.525,-0.230243,1.37264
9.53,-0.223352,1.38367
9.535,-0.216406,1.39437
9.54,-0.209408,1.40473
9.545,-0.202359,1.41476
9.55,-0.195261,1.42445
9.555,-0.188115,1.4338
9.56,-0.180923,1.4428
9.565,-0.173687,1.45145
9.57,-0.166408,1.45975
9.575,-0.159089,1.4677
9.58,-0.151731,1.47529
9.585,-0.144336,1.48252
9.59,-0.136906,1.4894
9.595,-0.129442,1.49591
9.6,-0.121947,1.50206
9.605,-0.114422,1.50785
9.61,-0.106868,1.51326
9.615,-0.0992889,1.51831
9.62,-0.0916852,1.52299
9.625,-0.0840591,1.52729
9.63,-0.0764123,1.53122
9.635,-0.0687468,1.53478
9.64,-0.0610645,1.53796
9.645,-0.0533672,1.54077
9.65,-0.0456568,1.5432
9.655,-0.0379353,1.54524
9.66,-0.0302044,1.54692
9.665,-0.0224661,1.54821
9.67,-0.0147223,1.54912
9.675,-0.00697492,1.54965
9.68,0.000774198,1.5498
9.685,0.00852312,1.54958
9.69,0.01627,1.54897
9.695,0.0240128,1.54798
9.7,0.0317498,1.54661
9.705,0.0394789,1.54487
9.71,0.0471984,1.54274
9.715,0.0549063,1.54024
9.72,0.0626008,1.53736
9.725,0.0702799,1.5341
9.73,0.0779418,1.53047
9.735,0.0855846,1.52646
9.74,0.0932064,1.52208
9.745,0.100805,1.51733
9.75,0.10838,1.51221
9.755,0.115928,1.50672
9.76,0.123447,1.50086
9.765,0.130936,1.49464
9.77,0.138393,1.48806
9.775,0.145817,1.48111
9.78,0.153204,1.4738
9.785,0.160555,1.46614
9.79,0.167866,1.45812
9.795,0.175136,1.44975
9.8,0.182363,1.44103
9.805,0.189546,1.43196
9.81,0.196683,1.42254
9.815,0.203772,1.41279
9.82,0.210811,1.40269
9.825,0.217799,1.39226
9.83,0.224733,1.38149
9.835,0.231613,1.3704
9.84,0.238437,1.35897
9.845,0.245203,1.34723
9.85,0.25191,1.33516
9.855,0.258555,1.32278
9.86,0.265137,1.31008
9.865,0.271656,1.29707
9.87,0.278108,1.28376
9.875,0.284493,1.27014
9.88,0.290809,1.25622
9.885,0.297055,1.24201
9.89,0.30323,1.22751
9.895,0.30933,1.21272
9.9,0.315357,1.19764
9.905,0.321307,1.18229
9.91,0.32718,1.16666
9.915,0.332974,1.15077
9.92,0.338687,1.1346
9.925,0.34432,1.11817
9.93,0.349869,1.10149
9.935,0.355334,1.08455
9.94,0.360715,1.06736
9.945,0.366008,1.04992
9.95,0.371214,1.03225
9.955,0.37633,1.01434
9.96,0.381357,0.996195
9.965,0.386292,0.977826
9.97,0.391135,0.959235
9.975,0.395885,0.940427
9.98,0.40054,0.921405
9.985,0.405099,0.902176
9.99,0.409561,0.882743
9.995,0.413926,0.863112
10,0.418193,0.843287
