t,alpha,alpha_dot
9.67,-0.102087,1.91529
9.675,-0.0925102,1.92029
9.68,-0.0829087,1.92482
9.685,-0.0732846,1.92888
9.69,-0.0636402,1.93248
9.695,-0.0539778,1.93559
9.7,-0.0442999,1.93824
9.705,-0.0346087,1.94041
9.71,-0.0249066,1.94211
9.715,-0.015196,1.94333
9.72,-0.00547939,1.94408
9.725,0.004241,1.94435
9.73,0.0139627,1.94414
9.735,0.0236834,1.94345
9.74,0.0334007,1.94229
9.745,0.0431121,1.94065
9.75,0.0528154,1.93854
9.755,0.0625081,1.93595
9.76,0.0721879,1.93289
9.765,0.0818523,1.92935
9.77,0.091499,1.92534
9.775,0.101126,1.92086
9.78,0.11073,1.9159
9.785,0.12031,1.91048
9.79,0.129862,1.9046
9.795,0.139385,1.89825
9.8,0.148876,1.89143
9.805,0.158333,1.88416
9.81,0.167754,1.87642
9.815,0.177136,1.86823
9.82,0.186477,1.85959
9.825,0.195775,1.85049
9.83,0.205028,1.84095
9.835,0.214233,1.83097
9.84,0.223387,1.82054
9.845,0.23249,1.80967
9.85,0.241538,1.79837
9.855,0.25053,1.78664
9.86,0.259464,1.77448
9.865,0.268336,1.76189
9.87,0.277145,1.74889
9.875,0.28589,1.73547
9.88,0.294567,1.72164
9.885,0.303175,1.7074
9.89,0.311712,1.69275
9.895,0.320176,1.67771
9.9,0.328565,1.66227
9.905,0.336876,1.64644
9.91,0.345108,1.63023
9.915,0.353259,1.61364
9.92,0.361328,1.59667
9.925,0.369311,1.57933
9.93,0.377208,1.56162
9.935,0.385016,1.54356
9.94,0.392733,1.52513
9.945,0.400359,1.50636
9.95,0.407891,1.48724
9.955,0.415327,1.46779
9.96,0.422666,1.448
9.965,0.429906,1.42788
9.97,0.437045,1.40743
9.975,0.444083,1.38667
9.98,0.451016,1.3656
9.985,0.457844,1.34422
9.99,0.464565,1.32254
9.995,0.471178,1.30056
10,0.477681,1.2783
